,discipline,department,course_code,level,course_title,description,description_length,complexity,num_questions,num_pronouns,student_references,informality,enrollment,logistics,crosslisted,DIAP,WRIT,FYS,SOPH,notes
398,humanities,TAPS,TAPS 2730,2,Directing: Design in the Collaborative Process,"Directing students will study theatrical design including stage settings, costumes, lights and sound. Particular focus will be given to ways in which a director works with a designer to establish his or her vision of the play. Areas of study will include blueprints, floor plans, renderings and focus.",48,55.24,0,0,1,0.020833333333333332,2,This is a two-credit course and is open only to students of the Brown/ Trinity Rep MFA Consortium program.,,,0,,,Two credits
399,humanities,JUDS,BHBR 0100,0,Introduction to Biblical Hebrew,An intensive introduction to the fundamentals of biblical Hebrew grammar and vocabulary intended to prepare students to read biblical texts in the original language. For students with little or no prior knowledge of Hebrew.,34,28.84,0,0,2,0.058823529411764705,2,,,,0,,,
400,humanities,JUDS,HEBR 0100,0,Elementary Hebrew,"An introduction to the skills of reading, writing, and conversing in contemporary Israeli Hebrew. Students also read Hebrew texts adapted for their level of Hebrew based on biblical, rabbinic, and modern Hebrew literature, which introduce them to the approaches of Hebrew writers in various periods and to a variety of cultural issues. ",52,28.17,0,0,0,0.0,11,"If registration is closed, please contact the professor and a wait list will be created. This is the first half of a year-long course whose first semester grade is normally a temporary one. Neither semester may be elected independently without special permission. Enrollment limited to 20.",,,0,,,First half of full-year sequence
401,humanities,JUDS,HEBR 0300,0,Intermediate Hebrew,"Develops the skills of reading, writing, and conversing in contemporary Israeli Hebrew at the intermediate level and of reading Hebrew texts of the biblical, rabbinic, and modern periods (biblical stories, rabbinic legends, modern Hebrew poems, stories, essays, newspaper articles). Discussions and compositions focus on the psychological, cultural, political, and social issues reflected in the Hebrew sources that we study. ",59,7.69,0,1,0,0.01694915254237288,9,"Prerequisite: HEBR 0200 or equivalent. Enrollment limited to 20. If unable to enroll because of closed registration, please contact the professor and a wait list will be created.",,,0,,,
402,humanities,JUDS,HEBR 0500,0,Writing and Speaking Hebrew,"Enables students to improve their skills in speaking and writing Hebrew on a variety of topics. Features advanced work on language structure and active language practice in the classroom. Class discussions of Israeli current events draw on Israeli stories, poems, television programs, and films and on the Israeli press. Students also compose essays and stories in Hebrew. ",57,56.96,0,0,1,0.017543859649122806,10,Prerequisite: HEBR 0400 or equivalent. Enrollment limited to 20.,,,0,,,
403,humanities,JUDS,JUDS 0050M,0,Difficult Relations? Judaism and Christianity from the Middle Ages until the Present,"Jewish and Christian identity in Europe has traditionally been closely connected to the ways the two religions view each other. Mutual admiration, influence, and hatred have combined together in a difficult relationship, fundamental to European history. In this course, we will survey that relationship, examining some key issues and events which shaped it. The Jews' attitudes and actions will be examined alongside those of their Christian neighbors. Topics covered include: medieval revulsion and attraction; early modern re-evaluations of Judaism and Christianity; modern Christian anti-Semitism, Jewish diplomacy, and the Holocaust; the effects of Vatican II; Israel and the contemporary Christian world.",100,25.8,0,1,0,0.01,19,,,TRUE,1,TRUE,,
404,humanities,JUDS,JUDS 0670,0,War and Peace in the Hebrew Bible and its Environment,"An examination of the role of war and peace in the Hebrew Bible and in texts and art of ancient Israel’s neighbors. Topics include divine beings, war and peace-making; peace treaties; explaining defeat and victory; ideologies of warfare; the treatment of prisoners, corpses and captured bones; the warrior as masculine ideal; civil war and coups; treaty obligations; ritual dimensions of war and peace (e.g., mourning, animal sacrifice, child sacrifice, divination, memorializing war); visual representations of war as propaganda; the idea of a future, eschatological war between the forces of good and the forces of evil. ",95,14.8,0,0,0,0.0,2,No prerequisites.,ARCH 0446,,1,,,
405,humanities,JUDS,JUDS 0682,0,How Bible Became Holy,"Over the past 2,000 years, people have killed and died for the Bible, and it continues to exercise a powerful if contested role in modern politics. Yet how did it achieve this power? This course will trace the development of the Hebrew Bible (Old Testament) from its origins in ancient Israel to its development about five hundred years later as a foundational text of both Judaism and Christianity. The focus will be on how Jews and early Christians throughout antiquity understood and ascribed authority to the Bible. ",87,49.35,1,0,0,0.011494252873563218,22,No prior knowledge necessary.,,TRUE,1,,,
406,humanities,JUDS,JUDS 0820,0,The Language of Religious Faith,"A course on the ways poetry provides a language of religious faith that emerges from the sense of a divine presence in human experience. We will explore how this language of religious faith expresses a wide range of both negative and positive responses by those seeking a relationship with this divine presence, including fear, doubt, guilt, abandonment, ecstasy, gratefulness, hopefulness, and security. Our study of this phenomenon will yield insights into the relationship between psychology and spirituality. Sources will include the biblical books of Psalms and Job and contemporary Jewish and Christian poetry.",93,30.91,0,0,0,0.0,4,,,,0,,,
407,humanities,JUDS,JUDS 1601,1,Jewish and Christian Identity in the Ancient Period,"The modern engagement with the many ways that we construct identity has been matched by a similar wave of studies about identity construction in the ancient world. In this course we will discuss the rise of “Judaism” and “Jewish identity” in the ancient period (looking at roughly 400 BCE-200 CE), and compare it with the movement of the followers of Jesus as a negotiation of a new identity within Judaism (roughly 30 CE-200 CE). We will conclude with the question of the “Parting of the Ways” of these two groups.",90,49.49,0,2,0,0.022222222222222223,1,,,,0,,,
408,humanities,JUDS,JUDS 1625,1,Problems in Israelite Religion and Ancient Judaism,A series of topics in Israelite religion and ancient Judaism which are of current scholarly interest are explored in a seminar setting. Students are encouraged to read widely and pursue individual research interests. ,33,29.35,0,0,0,0.0,1,The course assumes a basic knowledge of biblical literature and scholarly criticism. Enrollment limited to 20.,,,0,,,
